//(x,y,z,usr)
(,,)
(3.7804075E-6,156.55101,-249.92891,1)
(4.3467294E-6,240.45038,-268.3776,2)
(4.3467294E-6,240.45038,-268.3776,2)
(4.3467294E-6,240.45038,-268.3776,2)
(1.4218207E-6,159.61597,-253.4434,1)
(5.595857E-6,261.60458,-247.80229,2)
(-2.0989498E-6,262.4238,-248.84988,2)
(-2.0989498E-6,262.4238,-248.84988,2)
(3.8469284E-6,164.88278,-241.40672,1)
(9.002779E-6,250.55261,-260.7986,2)
(9.002779E-6,250.55261,-260.7986,2)
(9.002779E-6,250.55261,-260.7986,2)
(3.7795444E-6,164.72018,-241.51773,1)
(2.8714112E-6,242.22217,-268.55334,2)
(2.8714112E-6,242.22217,-268.55334,2)
(2.8714112E-6,242.22217,-268.55334,2)
(-5.563687E-6,146.93999,-249.81279,1)
(-3.953291E-6,235.42757,-271.12906,2)
(-3.953291E-6,235.42757,-271.12906,2)
(-1.1153315E-6,241.22076,-265.98813,2)
(-4.8297793E-6,146.94736,-249.80846,1)
(-1.5225659E-5,248.9751,-258.74417,2)
(4.743706E-6,253.22774,-257.77823,2)
(4.743706E-6,253.22774,-257.77823,2)
(4.066755E-6,152.57007,-253.48302,1)
(8.936659E-6,251.2859,-259.67148,2)
(3.4291677E-6,248.52762,-262.31262,2)
(3.4291677E-6,248.52762,-262.31262,2)
(-3.4146128E-6,160.34122,-241.47981,1)
(5.667971E-7,243.18604,-267.27222,2)
(-6.422469E-6,238.02306,-271.8803,2)
(-6.422469E-6,238.02306,-271.8803,2)
(2.362783E-6,160.4561,-241.4035,1)
(7.2678085E-6,235.9385,-270.32956,2)
(7.2678085E-6,235.9385,-270.32956,2)
(7.2678085E-6,235.9385,-270.32956,2)
(-2.0731077E-6,152.34875,-257.4202,1)
(1.0002404E-5,247.60124,-259.68958,2)
(9.075902E-6,247.7818,-261.12485,2)
(-2.9688451E-6,243.11354,-265.4765,2)
(-2.2521767E-6,159.70143,-249.58037,1)
(3.1231502E-6,260.54633,-248.38991,2)
(3.1231502E-6,260.54633,-248.38991,2)
(5.342663E-6,257.78806,-251.25142,2)
(8.9261147E-7,159.56227,-249.66931,1)
(1.8680021E-6,247.42213,-260.8923,2)
(1.8680021E-6,247.42213,-260.8923,2)
(7.880652E-6,256.23773,-252.23955,2)
(-1.9738895E-6,152.72661,-253.38869,1)
(1.8467288E-7,260.0862,-248.26944,2)
(-3.9870065E-6,259.37723,-249.01013,2)
(-3.9870065E-6,259.37723,-249.01013,2)
(2.5835648E-6,157.07867,-253.40662,1)
(4.143212E-6,241.4664,-266.41415,2)
(-1.0877557E-6,226.64767,-276.73648,2)
(-1.0877557E-6,226.64767,-276.73648,2)
(4.4224817E-6,157.15154,-253.36142,1)
(-4.3219916E-6,251.16356,-254.69414,2)
(-4.3219916E-6,251.16356,-254.69414,2)
(7.3370024E-6,252.80809,-253.0619,2)
(4.7843196E-6,155.87575,-237.72289,1)
(2.3098437E-6,246.93866,-260.35278,2)
(2.3098437E-6,246.93866,-260.35278,2)
(-1.907334E-5,240.6932,-266.13724,2)
(-3.2251094E-6,157.80817,-245.31467,1)
(4.4870103E-6,222.86479,-281.23563,2)
(4.4870103E-6,222.86479,-281.23563,2)
(-1.1338707E-5,220.25392,-283.28503,2)
(3.479702E-6,157.863,-245.27937,1)
(-9.310152E-6,248.15404,-259.19446,2)
(-9.310152E-6,248.15404,-259.19446,2)
(1.09382745E-5,251.7963,-255.33838,2)
(-2.9912317E-6,156.6252,-245.44139,1)
(7.2332837E-6,261.54263,-245.34573,2)
(7.2332837E-6,261.54263,-245.34573,2)
(-4.0759915E-7,260.80945,-246.12495,2)
(7.65911E-7,156.98434,-245.21185,1)
(-5.044967E-6,253.91814,-252.92593,2)
(-8.125335E-6,256.11188,-250.70444,2)
(-8.125335E-6,256.11188,-250.70444,2)
(9.019684E-7,159.41263,-245.32188,1)
(3.7384777E-6,254.11713,-252.726,2)
(-1.179651E-6,252.31796,-254.5224,2)
(-1.179651E-6,252.31796,-254.5224,2)
(5.591943E-7,159.04369,-249.57323,1)
(-1.2333984E-5,239.27391,-270.4855,2)
(-1.2333984E-5,239.27391,-270.4855,2)
(-1.2333984E-5,239.27391,-270.4855,2)
(2.206921E-6,158.77956,-249.74133,1)
(-1.930748E-6,241.59373,-268.41547,2)
(-1.930748E-6,241.59373,-268.41547,2)
(4.584653E-6,247.01172,-263.43802,2)
(3.2208006E-6,156.26369,-260.96912,1)
(-7.183698E-6,259.94757,-247.30211,2)
(-7.183698E-6,259.94757,-247.30211,2)
(-5.569891E-6,251.50276,-255.88571,2)
(-5.334115E-6,162.10777,-253.02826,1)
(-1.1416996E-5,235.81427,-270.41223,2)
(-1.1416996E-5,235.81427,-270.41223,2)
(-1.1452212E-5,236.86049,-269.49628,2)
(-1.8144322E-6,161.54813,-253.3859,1)
(-9.481082E-6,245.95149,-262.50888,2)
(3.6829806E-6,248.39232,-260.20047,2)
(3.6829806E-6,248.39232,-260.20047,2)
(-1.6016438E-6,155.23659,-241.50513,1)
(7.325689E-6,257.1701,-251.52846,2)
(-5.3303297E-6,258.43445,-250.22917,2)
(-5.3303297E-6,258.43445,-250.22917,2)
(-4.746357E-6,159.79759,-249.51875,1)
(-2.575871E-7,237.12732,-268.99777,2)
(-2.575871E-7,237.12732,-268.99777,2)
(8.881825E-6,230.79332,-274.45148,2)
(-5.1778648E-6,159.71704,-249.57036,1)
(-3.891964E-6,254.86722,-252.25366,2)
(-3.891964E-6,254.86722,-252.25366,2)
(-3.891964E-6,254.86722,-252.25366,2)
(4.1743206E-6,153.7201,-257.15186,1)
(-6.9362427E-6,260.6535,-248.33975,2)
(-6.9362427E-6,260.6535,-248.33975,2)
(-8.080206E-6,263.96887,-244.81293,2)
(7.534985E-6,153.51817,-257.2724,1)
(3.0984666E-6,239.76909,-268.5585,2)
(3.0984666E-6,239.76909,-268.5585,2)
(1.1329757E-5,235.99394,-271.88184,2)
(2.6589546E-6,164.1029,-245.11021,1)
(-4.3122413E-6,239.451,-267.86823,2)
(-4.3122413E-6,239.451,-267.86823,2)
(-6.1956957E-6,244.86037,-262.9326,2)
(-3.5151285E-7,160.43018,-249.04233,1)
(1.0813128E-5,232.00328,-274.3439,2)
(1.0813128E-5,232.00328,-274.3439,2)
(8.686474E-6,231.26817,-274.964,2)
(-4.7689514E-6,160.3786,-249.0755,1)
(3.6414167E-6,251.14438,-256.7486,2)
(-2.8477734E-6,257.60736,-250.26337,2)
(-2.8477734E-6,257.60736,-250.26337,2)
(4.0511372E-6,156.74152,-249.80943,1)
(1.0323001E-5,257.3307,-250.54794,2)
(1.0323001E-5,257.3307,-250.54794,2)
(1.0323001E-5,257.3307,-250.54794,2)
(2.4027247E-6,166.60126,-256.8271,1)
(-3.5416542E-6,237.03958,-275.7328,2)
(-3.5416542E-6,237.03958,-275.7328,2)
(-3.5416542E-6,237.03958,-275.7328,2)
(-5.3086974E-6,166.74638,-256.73282,1)
(1.01267315E-5,238.37096,-274.58264,2)
(1.01267315E-5,238.37096,-274.58264,2)
(2.721572E-6,245.19342,-268.508,2)
(3.6497893E-6,163.33823,-245.04648,1)
(-1.4934267E-6,245.37625,-267.719,2)
(-1.4934267E-6,245.37625,-267.719,2)
(1.373337E-6,248.26732,-265.04016,2)
(-4.493402E-6,161.01004,-256.92856,1)
(-1.1468527E-5,244.19293,-268.79877,2)
(-1.1468527E-5,244.19293,-268.79877,2)
(9.709711E-6,243.92993,-269.03735,2)
(-7.147633E-7,160.89671,-256.9995,1)
(1.5779422E-5,237.4359,-277.29276,2)
(1.5779422E-5,237.4359,-277.29276,2)
(-1.3151184E-5,229.9744,-283.51172,2)
(-5.269668E-6,160.35236,-245.2833,1)
(-9.262485E-6,258.18304,-258.08633,2)
(-7.3745828E-6,257.01697,-259.24768,2)
(-7.3745828E-6,257.01697,-259.24768,2)
(-4.2303323E-6,160.33434,-245.29518,1)
(-7.4785203E-6,255.65868,-259.02893,2)
(-7.7311415E-6,267.95462,-246.2878,2)
(-7.7311415E-6,267.95462,-246.2878,2)
(3.6291813E-6,159.97118,-260.83774,1)
(6.0512684E-6,237.51593,-275.7599,2)
(6.0512684E-6,237.51593,-275.7599,2)
(4.6798957E-7,252.60649,-262.00635,2)
(3.9693555E-6,151.89703,-260.94287,1)
(4.0610757E-6,277.5943,-236.97475,2)
(4.0610757E-6,277.5943,-236.97475,2)
(-8.428124E-6,277.93463,-236.57565,2)
(2.561904E-6,151.64558,-261.08908,1)
(-1.0714301E-5,229.30865,-283.9599,2)
(-1.0714301E-5,229.30865,-283.9599,2)
(1.3551926E-6,215.73788,-294.40256,2)
(2.2020545E-6,167.36514,-249.32352,1)
(-5.4550765E-6,315.25693,-245.09183,2)
(-5.4550765E-6,315.25693,-245.09183,2)
(7.720573E-6,324.0658,-233.32024,2)
(5.355436E-6,164.99364,-253.39946,1)
(-1.6247668E-5,262.20334,-301.17496,2)
(-1.6247668E-5,262.20334,-301.17496,2)
(6.8405825E-6,248.7459,-312.38187,2)
(9.9833505E-6,165.16635,-253.28694,1)
(-1.5561711E-6,156.88725,-245.27402,1)
(2.369552E-6,160.70966,-257.11658,1)
(3.2640883E-6,160.73134,-257.103,1)
(8.347443E-6,166.50278,-256.89096,1)
(-4.350482E-6,166.35318,-248.80055,1)
(1.6532282E-6,166.13362,-248.9472,1)
(-7.0263934E-7,160.75443,-245.02002,1)
(-2.7447295E-6,160.68512,-245.06546,1)
(-3.484147E-7,152.02727,-253.38857,1)
(-1.3602925E-6,162.42671,-245.21735,1)
(6.7533307E-7,162.75972,-244.9964,1)
(5.9764267E-7,163.56192,-260.7807,1)
(-8.6505605E-7,161.87903,-257.17462,1)
(3.7241778E-6,161.80774,-257.21945,1)
(-2.1392148E-6,158.09785,-245.128,1)
(1.1836564E-6,166.11288,-245.14995,1)
(-9.764753E-6,165.93684,-245.2691,1)
(4.110926E-6,163.977,-245.82967,1)
(-1.8520398E-6,168.81206,-260.4184,1)
(5.1456154E-6,168.7514,-260.45767,1)
(4.108358E-6,166.2109,-249.5308,1)
(-4.3193733E-8,166.35214,-249.43665,1)
(2.6055827E-6,167.31499,-249.35716,1)
(5.0289723E-6,156.30078,-257.14032,1)
(2.080952E-6,165.56032,-257.15414,1)
(6.2131808E-6,165.72443,-257.04843,1)
(2.3493321E-6,154.38913,-253.62903,1)
(1.09213936E-7,154.60811,-253.49565,1)
(-5.287289E-7,158.30309,-248.80911,1)
(-3.4412808E-6,156.91486,-253.50801,1)
(-3.231605E-6,157.16411,-253.35365,1)
(7.142654E-6,150.89851,-253.31314,1)
(3.3147044E-6,164.49896,-253.10976,1)
(5.359134E-6,164.3912,-253.17966,1)
(3.5170015E-6,163.17827,-245.15306,1)
(2.4058013E-6,157.1616,-249.54538,1)
(5.392993E-7,157.05713,-249.61116,1)
(-4.9045602E-6,157.02103,-245.18837,1)
(-1.0445394E-6,156.35814,-253.29651,1)
(-1.7160127E-6,155.89342,-253.58275,1)
(1.1154058E-6,156.93675,-257.3004,1)
(1.1021975E-5,157.21234,-257.13214,1)
(2.9572664E-6,156.24437,-253.36668,1)
(-6.1501632E-6,158.12451,-245.11082,1)
(-5.0138246E-6,157.7776,-245.33429,1)
(-5.725145E-6,172.4649,-249.19771,1)
(-3.0598667E-6,158.90039,-253.47244,1)
(-1.3091523E-6,159.40205,-253.15732,1)
(7.765015E-6,166.1888,-245.73392,1)
(-7.827251E-6,165.81737,-260.49002,1)
(-6.0802518E-6,165.60614,-260.6243,1)
(-3.197488E-6,159.42114,-249.75948,1)
(-7.8245534E-7,157.23802,-257.1165,1)
(-4.6484456E-6,157.2371,-257.117,1)
(4.5270895E-7,159.49295,-249.71361,1)
(2.9905166E-6,159.60437,-249.64235,1)
(-6.6551393E-6,169.54521,-252.96503,1)
(4.144222E-6,167.18924,-244.99252,1)
(7.612163E-7,167.14229,-245.02463,1)
(-5.828008E-6,167.92636,-241.307,1)
(-7.6028214E-6,160.5917,-249.57332,1)
(-6.9789066E-6,160.60088,-249.56735,1)
(3.1350312E-6,159.722,-253.3766,1)
(-5.070933E-6,164.28758,-248.80013,1)
(-2.553848E-6,164.39532,-248.72899,1)
(-9.003437E-6,164.34622,-260.8275,1)
(5.5687074E-6,164.47668,-260.74527,1)
(-9.496938E-6,161.72656,-248.82559,1)
(-6.043581E-7,163.25342,-248.91487,1)
(5.465069E-6,163.23064,-248.92981,1)
(-1.9333984E-6,166.70921,-260.63748,1)
(-2.5956665E-6,162.01128,-260.8987,1)
(-1.4282867E-6,161.98326,-260.9161,1)
(1.8685828E-6,165.24661,-241.48985,1)
(-1.1642139E-6,168.42268,-253.04695,1)
(-8.006689E-6,168.14102,-253.2343,1)
(4.856361E-6,168.63344,-252.90662,1)
(1.5972608E-6,166.38062,-248.7822,1)
(3.8540134E-7,166.16223,-248.92815,1)
(2.5588151E-6,167.33916,-253.15376,1)
(4.7977496E-6,167.4011,-253.11287,1)
(-3.477144E-6,169.29257,-249.40338,1)
(-9.3933323E-7,167.43854,-253.08807,1)
(-5.050125E-6,167.41978,-253.1005,1)
(1.7245931E-6,167.50946,-253.04115,1)
(-5.0354924E-6,163.40617,-253.26125,1)
(1.3834436E-6,162.95422,-253.55225,1)
(2.0924679E-6,148.89877,-253.51965,1)
(3.386055E-6,167.31364,-249.35806,1)
(-4.3086925E-6,167.30496,-249.36389,1)
(6.311278E-6,167.08615,-249.51051,1)
(-1.5702825E-7,166.29999,-257.09146,1)
(2.480686E-6,166.40004,-257.0267,1)
(-2.5449444E-6,161.03072,-264.53378,1)
(1.25701E-6,160.77531,-264.6891,1)
(7.9160395E-7,169.80247,-248.84889,1)
(2.891756E-6,158.84224,-253.50888,1)
(3.725143E-6,158.77513,-253.55096,1)
(-4.230523E-6,166.33803,-244.92456,1)
(-3.309642E-6,171.95833,-248.55652,1)
(1.1244059E-6,171.93492,-248.57268,1)
(-1.4235768E-6,156.98383,-249.02242,1)
(5.029772E-6,159.97917,-257.0244,1)
(1.0893524E-6,159.83456,-257.11435,1)
(-2.9341938E-6,164.26567,-253.26115,1)
(4.690828E-6,164.44048,-253.14774,1)
(1.3509039E-6,166.27962,-249.48499,1)
(3.420291E-7,159.37259,-249.15588,1)
(-1.5147568E-6,159.92169,-248.80388,1)
(-7.953715E-6,156.71686,-241.5736,1)
(-5.7463177E-7,159.85649,-260.908,1)
(-4.597551E-6,160.40988,-260.56815,1)
(-1.99916E-6,164.142,-253.3414,1)
(2.6274338E-6,156.07176,-249.66505,1)
(3.4120305E-6,156.1835,-249.59512,1)
(4.7421163E-6,167.30122,-256.9895,1)
(3.6367766E-7,165.6059,-252.99974,1)
(3.9728156E-6,165.35347,-253.16486,1)
(4.908723E-6,159.92804,-253.24666,1)
(1.9754978E-6,160.30232,-253.00987,1)
(5.2057436E-7,155.88376,-255.33879,1)
(2.808057E-7,164.3815,-260.26486,1)
(1.6426039E-6,164.13118,-260.42276,1)
(1.1442544E-6,161.29779,-252.93373,1)
(-2.5012014E-6,158.16309,-245.69585,1)
(5.211253E-7,162.19798,-243.05106,1)
(-2.3311893E-6,165.26605,-261.8236,1)
(5.491866E-6,164.14406,-248.89485,1)
(-4.067024E-6,170.66112,-244.47229,1)
(-3.3486901E-6,156.20987,-262.73148,1)
(-3.4000768E-6,176.02106,-256.88733,1)
(-2.1545836E-7,177.29854,-256.0073,1)
(-1.5586727E-6,236.30107,-195.37506,1)
(-1.1342139E-6,193.48296,-237.8527,1)
(-9.575424E-7,232.79889,-206.8313,1)
(7.755065E-7,198.97653,-229.2047,1)
(-1.2753459E-5,161.40141,-257.0526,1)
(1.0160968E-6,190.66302,-240.54987,1)
(4.531802E-6,200.74515,-241.52281,1)
(-2.0615648E-6,159.49466,-270.5426,1)
(-4.548169E-6,186.15157,-247.9,1)
(-4.411771E-7,226.81815,-212.75357,1)
(3.807931E-6,171.28687,-259.55994,1)
(2.0408131E-6,163.18434,-260.62845,1)
(-8.8219995E-6,163.43857,-248.7933,1)
(-1.5771387E-6,162.98207,-249.09267,1)
(-1.6767438E-6,165.86954,-272.52255,1)
(-2.4053463E-6,166.0799,-272.39444,1)
(2.1839404E-7,162.2265,-268.64417,1)
(-1.2472266E-7,173.98456,-267.95187,1)
(-2.0291711E-7,174.02144,-267.92792,1)
(4.4669397E-7,162.23363,-264.44815,1)
(1.5012575E-6,170.79286,-252.3764,1)
(2.3587854E-6,170.86748,-252.32599,1)
(1.3879118E-6,164.0181,-257.05856,1)
(-2.8671104E-7,161.92343,-264.6382,1)
(8.6732356E-8,161.7147,-264.76584,1)
(-3.1877823E-6,168.73184,-264.44382,1)
(-8.9177394E-7,168.5704,-264.54672,1)
(1.5027659E-6,159.62257,-268.5097,1)
(-5.4774665E-7,165.45213,-264.34918,1)
(7.862691E-6,165.27513,-264.45984,1)
(6.5876357E-6,169.34589,-256.8502,1)
(-1.4357676E-6,159.85579,-256.94757,1)
(5.308709E-7,159.7497,-257.01352,1)
(2.4075052E-6,158.67863,-257.2758,1)
(-7.020826E-6,163.99316,-245.00526,1)
(-3.374017E-6,163.73276,-245.17934,1)
(-1.8798322E-6,163.00024,-253.36684,1)
(-5.5460094E-7,163.08727,-253.31078,1)
(-8.087255E-6,163.81789,-248.93411,1)
(3.3566475E-6,167.60204,-268.06036,1)
(-3.0283002E-7,167.2813,-268.26065,1)
(-3.0797235E-6,158.24326,-264.7257,1)
(6.241174E-7,160.75426,-264.5367,1)
(-1.2102101E-6,160.52644,-264.675,1)
(2.1262208E-6,156.73343,-261.05942,1)
(-1.7831642E-6,150.6782,-261.22174,1)
(3.9743603E-7,150.66405,-261.22983,1)
(3.2260218E-6,155.5562,-272.26022,1)
(-7.4201107E-6,155.65802,-272.20203,1)
(-9.954509E-7,164.07832,-276.18576,1)
(1.428259E-6,164.08864,-260.8221,1)
(-1.0042688E-5,164.0259,-260.8616,1)
(-1.2544789E-6,168.11978,-256.8714,1)
(-5.089166E-7,164.27066,-260.70752,1)
(3.3910615E-7,164.2869,-260.69727,1)
(7.0919923E-6,162.84279,-245.21497,1)
(5.1643583E-6,160.79414,-260.7039,1)
(4.4772296E-6,160.43877,-260.92267,1)
(2.325999E-8,160.39726,-253.33325,1)
(-3.8696257E-6,155.83282,-261.07538,1)
(-2.3029481E-6,155.96584,-260.9959,1)
(3.6964589E-6,157.81165,-252.73833,1)
(1.4255099E-6,155.68202,-245.3068,1)
(-7.1757637E-7,155.4446,-245.4573,1)
(5.0467024E-6,166.33301,-264.41943,1)
(1.9569381E-6,166.34653,-264.41098,1)
(-2.2232691E-6,157.56253,-252.89366,1)
(7.979632E-6,164.15729,-256.9698,1)
(9.078559E-6,164.19894,-256.94315,1)
(5.9828477E-7,156.73286,-249.00487,1)
(2.018991E-6,160.26494,-248.97314,1)
(-7.832909E-6,160.30313,-248.94864,1)
(2.1856026E-6,153.94658,-249.18799,1)
(7.154433E-7,154.42233,-260.95352,1)
(9.175395E-6,154.43271,-260.9474,1)
(3.514741E-6,161.54544,-253.19832,1)
(4.4301423E-6,164.29103,-256.88425,1)
(-1.5652472E-6,164.15439,-256.97156,1)
(6.0534167E-6,156.6871,-253.47638,1)
(-8.492533E-7,156.69272,-253.473,1)
(1.4111985E-6,160.98244,-272.6476,1)
(7.178242E-6,164.9737,-257.03317,1)
(-1.5751513E-6,165.01036,-257.00967,1)
(-2.1501559E-7,156.65813,-257.30032,1)
(6.544933E-7,163.92169,-248.86578,1)
(-3.6589126E-6,163.72984,-248.99203,1)
(-2.783049E-6,164.76955,-252.72125,1)
(-2.4807832E-6,163.79033,-252.76167,1)
(1.3213843E-5,164.00647,-252.62148,1)
(3.8082883E-6,167.01056,-260.81705,1)
(-4.667175E-7,167.0059,-260.81998,1)
(5.1356193E-7,160.5398,-248.79602,1)
(1.9841239E-6,166.05893,-257.0936,1)
(-2.3724688E-6,166.07014,-257.08636,1)
(4.9742785E-6,163.47298,-268.3009,1)
(-4.9530826E-7,159.11987,-276.664,1)
(-6.3368843E-6,159.30179,-276.5593,1)
(5.8606715E-6,152.30109,-280.36478,1)
(-7.177092E-6,157.01437,-260.89056,1)
